geneID	HS01	HS02	HS03	HS04	HS05	CL08	CL10	CL11	CL12	CL13
MS4A4A	0.3841389575021351	3.243463648873391	3.0967992405765243	3.772998972394042	4.397151802251029	6.361249882863694	6.272171732348329	6.531543456859313	6.173272428230358	5.8532667150430235
MS4A6A	3.3397523473131185	5.078679135857173	4.748761658691874	5.366810500735279	5.926648764096	7.881178629594735	8.118008536707235	8.072510501394493	8.471656615620608	7.8645459994455855
MS4A7	1.0207611499412135	3.4994657840977403	4.011740898858823	4.168729241438738	5.122639499306386	7.577171392155316	7.37497171841167	7.910282901864608	8.080233102318887	7.713656703961246
MSC	1.3912075316825274	3.010456701105397	2.7268779810969512	1.3136393834060702	3.7875983633464143	5.1295954663276	4.4035546275522135	5.036610451790589	5.020868126161399	4.46922998944229
MSH5-SAPCD1	3.6427030402057876	3.9928706720411045	3.0958127227500567	3.5387545427223954	2.555900431917154	0.677405480398084	1.0418958296471021	1.083224885453928	1.2197320114940458	0.267372621067138
MSMB	2.6719413847855487	3.3634504189921515	1.2449456376207022	0.9230847844469137	0.2961652171725911	-4.00219939470668	-4.044982491461105	-6.120370631608461	-6.35013157965637	-1.6062720000313297
MSR1	2.81593840872102	4.8342225919400565	4.7259683788126665	4.6473798397407045	4.42799203823203	8.19169208829652	8.322263501661341	9.366702389058867	8.77581224607438	8.728324063780445
MST1R	4.611134687394265	4.662059489186283	4.410391558227847	4.818102370501034	3.731922738949476	1.7126689787251512	1.5403005237882081	0.717553548631986	1.1402306358345267	1.898031133354777
MT1F	-0.2850498089277463	0.1900509112806379	-0.37725316948116117	-0.16684490606153882	0.1936036714045815	0.9714816522444728	1.1072248018240052	3.513143219454384	3.0128932025178887	3.270402055830133
MT1H	-1.349789820210525	0.3516727114146249	-1.669232976004548	-0.9709888631654204	-1.3595584859639955	1.2529089500279684	1.8316290633502617	4.848747506225121	4.618520255193215	3.9517088088558543
MT2A	4.470895982332049	4.506495414202378	4.267799610263514	4.58870594663295	4.960932831676099	6.5366001921481915	6.362755257515697	7.691678992793545	6.94871399212552	7.657450675679577
MT4	3.3309382123970757	2.7739784889533294	2.1532732564828003	2.3195850287393145	3.0080133026047444	-5.1792548066953366	-6.027984248220351	-4.547791212713988	-6.35013157965637	-7.200616117152447
MTFP1	2.1539238472912015	1.4277651447147568	1.1603623232367952	0.964609712449967	2.5967654337623047	3.8795285658371377	3.719339620207048	3.9326988126674185	4.0563587859003905	3.3468606663841
